geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
WP3626	Microglia Pathogen Phagocytosis Pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP3626&label[]=Itgb2&label[]=Ptpn6&label[]=Cyba&label[]=Fcgr1&label[]=Ncf1&label[]=Pik3cg&label[]=Nckap1l&label[]=Trem2&label[]=Ncf2&label[]=Arpc1b&label[]=Tyrobp&label[]=Itgam&label[]=Vav1&label[]=C1qa&label[]=C1qc&label[]=C1qb&label[]=Lyn&label[]=Fcer1g&colors=steelblue	41	18	1.4475877192982456	12.43447962429935	2.220446049250313e-16	3.8413716652030416e-14	22177;11867;83433;16414;17969;12259;17970;12260;12262;17096;15170;22324;16409;105855;14127;30955;13057;14129	Itgb2;Ptpn6;Cyba;Fcgr1;Ncf1;Pik3cg;Nckap1l;Trem2;Ncf2;Arpc1b;Tyrobp;Itgam;Vav1;C1qa;C1qc;C1qb;Lyn;Fcer1g
WP3625	TYROBP Causal Network	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP3625&label[]=Itgb2&label[]=Loxl3&label[]=Tgfbr1&label[]=Il13ra1&label[]=Plek&label[]=Npc2&label[]=Nckap1l&label[]=Hcls1&label[]=Ncf2&label[]=Apbb1ip&label[]=Tyrobp&label[]=Itgam&label[]=Itgax&label[]=Cd37&label[]=Ppp1r18&label[]=C1qc&label[]=Cd84&label[]=Lhfpl2&label[]=Bin2&colors=steelblue	58	19	2.0478070175438594	9.278218033840224	2.5757174171303632e-14	2.227995565817764e-12	16950;54519;17970;16164;16409;12523;15163;16411;218454;67963;12493;22177;56193;668218;76448;16414;12262;21812;105855	Itgb2;Loxl3;Tgfbr1;Il13ra1;Plek;Npc2;Nckap1l;Hcls1;Ncf2;Apbb1ip;Tyrobp;Itgam;Itgax;Cd37;Ppp1r18;C1qc;Cd84;Lhfpl2;Bin2
WP163	Cytoplasmic Ribosomal Proteins	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP163&label[]=Rps11&label[]=Rps18&label[]=Rpl10&label[]=Rps5&label[]=Rps4x&label[]=Rpl7&label[]=Rpl27a&label[]=Rps8&label[]=Rps23&label[]=Rpl32&label[]=Rpl35a&label[]=Rps12&label[]=Rpl34&label[]=Rpl35&label[]=Rplp0&label[]=Rpl36a&label[]=Rpl39&colors=steelblue	101	17	3.5660087719298246	4.767234487423898	5.442626549445606e-8	3.1385813101802995e-6	19982;19989;20103;20102;66475;57808;20042;66489;68436;27207;19951;11837;67248;20116;26451;110954;20084	Rps11;Rps18;Rpl10;Rps5;Rps4x;Rpl7;Rpl27a;Rps8;Rps23;Rpl32;Rpl35a;Rps12;Rpl34;Rpl35;Rplp0;Rpl36a;Rpl39
WP151	IL-5 Signaling Pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP151&label[]=Itgb2&label[]=Ptpn6&label[]=Pik3cg&label[]=Prkcd&label[]=Hcls1&label[]=Nfkb1&label[]=Itgam&label[]=Dnm2&label[]=Vav1&label[]=Lyn&label[]=Elk1&colors=steelblue	69	11	2.436184210526316	4.51525789900081	2.3372411348088207e-5	0.001010856790804815	17096;22324;16409;15163;18753;18033;16414;13430;15170;30955;13712	Itgb2;Ptpn6;Pik3cg;Prkcd;Hcls1;Nfkb1;Itgam;Dnm2;Vav1;Lyn;Elk1
WP1253	Type II interferon signaling (IFNG)	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP1253&label[]=Spi1&label[]=Irf9&label[]=Irf1&label[]=Ifngr1&label[]=Prkcd&label[]=Stat2&label[]=Irf8&colors=steelblue	34	7	1.200438596491228	5.831202046035806	1.4439142746525135e-4	0.004995943390297697	18753;20375;16391;15900;16362;20847;15979	Spi1;Irf9;Irf1;Ifngr1;Prkcd;Stat2;Irf8
WP449	Complement and Coagulation Cascades	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP449&label[]=Plau&label[]=Pros1&label[]=Cfh&label[]=Tfpi&label[]=C1qa&label[]=C1qc&label[]=C1qb&label[]=C3ar1&colors=steelblue	62	8	2.189035087719298	3.6545782408335006	0.0013518546537706344	0.037233853265220156	21788;19128;18792;12259;12260;12262;12628;12267	Plau;Pros1;Cfh;Tfpi;C1qa;C1qc;C1qb;C3ar1
WP103	Cholesterol Biosynthesis	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP103&label[]=Sqle&label[]=Msmo1&label[]=Lss&label[]=Fdps&colors=steelblue	15	4	0.5296052631578947	7.5527950310559016	0.0015065720974366537	0.037233853265220156	20775;66234;110196;16987	Sqle;Msmo1;Lss;Fdps
WP1496	Oxidative Damage	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP1496&label[]=Traf2&label[]=Nfkb1&label[]=C1qa&label[]=C1qc&label[]=C1qb&label[]=C3ar1&colors=steelblue	42	6	1.4828947368421053	4.046140195208518	0.0032250803998266075	0.06974236364625039	18033;22030;12259;12260;12262;12267	Traf2;Nfkb1;C1qa;C1qc;C1qb;C3ar1
WP450	IL-2 Signaling Pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP450&label[]=Ptpn6&label[]=Rack1&label[]=Pik3cg&label[]=Nfkb1&label[]=Ets1&label[]=Vav1&label[]=Cd53&label[]=Lyn&colors=steelblue	76	8	2.683333333333333	2.9813664596273295	0.0049645330848869795	0.09542935818727194	14694;17096;22324;18033;23871;15170;12508;30955	Ptpn6;Rack1;Pik3cg;Nfkb1;Ets1;Vav1;Cd53;Lyn
WP2292	Chemokine signaling pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP2292&label[]=Ncf1&label[]=Ccl6&label[]=Dock2&label[]=Pik3cg&label[]=Prkcd&label[]=Nfkb1&label[]=Adcy7&label[]=Vav1&label[]=Stat2&label[]=Plcb2&label[]=Lyn&label[]=Cx3cr1&label[]=Ccr5&colors=steelblue	191	13	6.743640350877193	1.9277421872459433	0.016614983851080734	0.25743480514976863	17969;11513;18753;12774;20847;13051;17096;22324;20305;18796;18033;94176;30955	Ncf1;Ccl6;Dock2;Pik3cg;Prkcd;Nfkb1;Adcy7;Vav1;Stat2;Plcb2;Lyn;Cx3cr1;Ccr5
