geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
WP103	Cholesterol Biosynthesis	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP103&label[]=Sqle&label[]=Nsdhl&label[]=Msmo1&label[]=Lss&label[]=Hmgcs1&colors=steelblue	15	5	0.06907894736842105	72.3809523809524	3.619686328448779e-9	6.262057348216388e-7	20775;66234;18194;208715;16987	Sqle;Nsdhl;Msmo1;Lss;Hmgcs1
WP163	Cytoplasmic Ribosomal Proteins	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP163&label[]=Rps23&label[]=Rpl35a&label[]=Rpl36a&label[]=Rpl39&colors=steelblue	101	4	0.4651315789473684	8.5997171145686	0.0010155335089201412	0.08784364852159221	19982;66475;57808;67248	Rps23;Rpl35a;Rpl36a;Rpl39
WP454	Osteoclast	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP454&label[]=Itgb3&colors=steelblue	14	1	0.06447368421052631	15.510204081632654	0.06266553955863519	1	16416	Itgb3
WP6	Integrin-mediated Cell Adhesion	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP6&label[]=Itgb3&label[]=Itga1&colors=steelblue	100	2	0.4605263157894736	4.342857142857143	0.07633324638973082	1	109700;16416	Itgb3;Itga1
WP164	Glutathione metabolism	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP164&label[]=Idh1&colors=steelblue	20	1	0.09210526315789473	10.857142857142858	0.08836111559169613	1	15926	Idh1
WP730	Glutathione and one carbon metabolism	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP730&label[]=Idh1&colors=steelblue	31	1	0.14276315789473684	7.0046082949308754	0.1337370761042408	1	15926	Idh1
WP193	Signaling of Hepatocyte Growth Factor Receptor	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP193&label[]=Itga1&colors=steelblue	34	1	0.15657894736842104	6.38655462184874	0.1457339512894894	1	109700	Itga1
WP350	p38 MAPK Signaling Pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP350&label[]=Traf2&colors=steelblue	36	1	0.16578947368421051	6.0317460317460325	0.15364377962653597	1	22030	Traf2
WP493	MAPK signaling pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP493&label[]=Prkch&label[]=Traf2&colors=steelblue	159	2	0.7322368421052631	2.7313566936208447	0.1650964627263155	1	18755;22030	Prkch;Traf2
WP1259	Retinol metabolism	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP1259&label[]=Retsat&colors=steelblue	39	1	0.1796052631578947	5.567765567765568	0.16537786393886844	1	67442	Retsat
WP1496	Oxidative Damage	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP1496&label[]=Traf2&colors=steelblue	42	1	0.19342105263157894	5.170068027210885	0.17695690850638868	1	22030	Traf2
WP1983	Splicing factor NOVA regulated synaptic proteins	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP1983&label[]=Stx2&colors=steelblue	42	1	0.19342105263157894	5.170068027210885	0.17695690850638868	1	13852	Stx2
WP567	Eukaryotic Transcription Initiation	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP567&label[]=Gtf2h2&colors=steelblue	43	1	0.19802631578947366	5.04983388704319	0.1807824740046987	1	23894	Gtf2h2
WP29	Notch Signaling Pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP29&label[]=Adam17&colors=steelblue	46	1	0.2118421052631579	4.720496894409938	0.19215782413471927	1	11491	Adam17
WP403	Wnt Signaling Pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP403&label[]=Prkch&colors=steelblue	60	1	0.2763157894736842	3.6190476190476195	0.2432827852138265	1	18755	Prkch
WP413	G1 to S cell cycle control	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP413&label[]=Cdk6&colors=steelblue	61	1	0.2809210526315789	3.5597189695550355	0.24681413221616166	1	12571	Cdk6
WP1270	Endochondral Ossification	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP1270&label[]=Hmgcs1&colors=steelblue	62	1	0.2855263157894737	3.5023041474654377	0.2503297808544056	1	208715	Hmgcs1
WP2087	miRNA regulation of DNA Damage Response	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP2087&label[]=Cdk6&colors=steelblue	65	1	0.29934210526315785	3.3406593406593412	0.26078319837301556	1	12571	Cdk6
WP2902	p53 signaling	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP2902&label[]=Cdk6&colors=steelblue	67	1	0.30855263157894736	3.2409381663113006	0.2676748602163832	1	12571	Cdk6
WP2573	Primary Focal Segmental Glomerulosclerosis FSGS	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP2573&label[]=Itgb3&colors=steelblue	72	1	0.33157894736842103	3.0158730158730163	0.28463731513888435	1	16416	Itgb3
