geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
mmu00100	Steroid biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00100+16987+18194+20775+66234	19	4	0.061993957703927495	64.5224171539961	3.369813923459475e-7	1.0817102694304914e-4	16987;18194;20775;66234	Sqle;Nsdhl;Msmo1;Lss
mmu03010	Ribosome	http://www.kegg.jp/kegg-bin/show_pathway?mmu03010+19982+57808+66475+67248	175	4	0.5709969788519638	7.005291005291005	0.0023186526561154164	0.25598267962787435	19982;57808;66475;67248	Rps23;Rpl35a;Rpl36a;Rpl39
mmu04512	ECM-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?mmu04512+109700+12841+16416	83	3	0.27081570996978854	11.07764390896921	0.002392361491849293	0.25598267962787435	109700;12841;16416	Itgb3;Col9a3;Itga1
mmu04151	PI3K-Akt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04151+109700+12571+12841+16416+21687	358	5	1.1680966767371601	4.280467618456445	0.005415421779726093	0.4345875978230189	109700;12571;12841;16416;21687	Tek;Itgb3;Col9a3;Cdk6;Itga1
mmu04721	Synaptic vesicle cycle	http://www.kegg.jp/kegg-bin/show_pathway?mmu04721+116837+13852	62	2	0.20229607250755288	9.886499402628434	0.01718911822896474	0.8795423076732036	116837;13852	Stx2;Rims1
mmu05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	http://www.kegg.jp/kegg-bin/show_pathway?mmu05412+109700+16416	72	2	0.23492447129909366	8.513374485596708	0.02277507543130064	0.8795423076732036	109700;16416	Itgb3;Itga1
mmu04510	Focal adhesion	http://www.kegg.jp/kegg-bin/show_pathway?mmu04510+109700+12841+16416	199	3	0.6493051359516616	4.620323841429369	0.02621588696932131	0.8795423076732036	109700;12841;16416	Itgb3;Col9a3;Itga1
mmu05410	Hypertrophic cardiomyopathy (HCM)	http://www.kegg.jp/kegg-bin/show_pathway?mmu05410+109700+16416	84	2	0.2740785498489426	7.2971781305114645	0.030328499912761542	0.8795423076732036	109700;16416	Itgb3;Itga1
mmu05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?mmu05165+109700+12571+12841+16416	370	4	1.207250755287009	3.313313313313313	0.030575037174759512	0.8795423076732036	109700;12571;12841;16416	Itgb3;Col9a3;Cdk6;Itga1
mmu05414	Dilated cardiomyopathy (DCM)	http://www.kegg.jp/kegg-bin/show_pathway?mmu05414+109700+16416	89	2	0.290392749244713	6.887224302954641	0.03373259350740532	0.8795423076732036	109700;16416	Itgb3;Itga1
mmu00072	Synthesis and degradation of ketone bodies	http://www.kegg.jp/kegg-bin/show_pathway?mmu00072+208715	11	1	0.03589123867069487	27.86195286195286	0.03533240297708695	0.8795423076732036	208715	Hmgcs1
mmu05222	Small cell lung cancer	http://www.kegg.jp/kegg-bin/show_pathway?mmu05222+12571+22030	92	2	0.3001812688821752	6.662640901771336	0.03584414715875617	0.8795423076732036	12571;22030	Traf2;Cdk6
