geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
mmu04724	Glutamatergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?mmu04724+105727+108068+14807+14810+18751+18752+19058+22063+224997	114	9	1.3914199395770395	6.468212610734756	9.421733047410008e-6	0.0030243763082186126	105727;108068;14807;14810;18751;18752;19058;22063;224997	Grik3;Dlgap1;Slc38a1;Grm2;Grin1;Trpc1;Ppp3r1;Prkcb;Prkcg
mmu04970	Salivary secretion	http://www.kegg.jp/kegg-bin/show_pathway?mmu04970+12314+16531+18751+18752+22318+320707+54195	78	7	0.9520241691842901	7.352754506219852	4.2556473094368386e-5	0.005802334252469121	12314;16531;18751;18752;22318;320707;54195	Vamp2;Gucy1b1;Atp2b3;Calm2;Prkcb;Kcnma1;Prkcg
mmu04010	MAPK signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04010+13869+14180+16590+16765+18751+18752+19058+19417+23797+26404+26414+26419+54376	294	13	3.5883987915407856	3.6227857479625514	5.422742292027216e-5	0.005802334252469121	13869;14180;16590;16765;18751;18752;19058;19417;23797;26404;26414;26419;54376	Kit;Akt3;Mapk8;Fgf9;Map3k12;Stmn1;Rasgrf1;Ppp3r1;Mapk10;Prkcb;Erbb4;Cacng3;Prkcg
mmu04020	Calcium signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04020+110891+12314+12669+13869+14810+18751+18752+19058+20866+320707	184	10	2.2458006042296073	4.452755058114507	7.709451542414758e-5	0.006186834862787843	110891;12314;12669;13869;14810;18751;18752;19058;20866;320707	Grin1;Slc8a2;Stim1;Atp2b3;Chrm1;Ppp3r1;Calm2;Prkcb;Erbb4;Prkcg
mmu04014	Ras signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04014+12314+14180+14810+16590+18751+18752+19417+23797+26414+26419+333050	233	11	2.843867069486405	3.8679726341732885	1.187828908348898e-4	0.007625861591599926	12314;14180;14810;16590;18751;18752;19417;23797;26414;26419;333050	Kit;Akt3;Mapk8;Fgf9;Grin1;Rasgrf1;Calm2;Mapk10;Prkcb;Ksr2;Prkcg
mmu04728	Dopaminergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?mmu04728+12314+16524+18751+18752+20265+23797+26414+26419	135	8	1.6477341389728097	4.855152181884855	2.3039294956295198e-4	0.01232602280161793	12314;16524;18751;18752;20265;23797;26414;26419	Akt3;Mapk8;Calm2;Kcnj9;Mapk10;Prkcb;Scn1a;Prkcg
mmu04725	Cholinergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?mmu04725+110862+11438+12669+18751+18752+226922+23797	113	7	1.3792145015105741	5.075352668010163	4.3935377225334804e-4	0.020147508699046388	110862;11438;12669;18751;18752;226922;23797	Akt3;Chrna4;Kcnq5;Chrm1;Prkcb;Kcnq3;Prkcg
mmu04012	ErbB signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04012+13869+18751+18752+23797+26414+26419	84	6	1.0252567975830817	5.852192362093351	5.366496035107415e-4	0.021533065340868504	13869;18751;18752;23797;26414;26419	Akt3;Mapk8;Mapk10;Prkcb;Erbb4;Prkcg
mmu04727	GABAergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?mmu04727+105727+110886+14397+18751+18752+232333	88	6	1.0740785498489427	5.586183618361836	6.879697200861123e-4	0.02453758668307134	105727;110886;14397;18751;18752;232333	Slc38a1;Gabra4;Slc6a1;Prkcb;Gabra5;Prkcg
mmu04070	Phosphatidylinositol signaling system	http://www.kegg.jp/kegg-bin/show_pathway?mmu04070+104015+12314+18751+18752+54384+56077	98	6	1.1961329305135953	5.016164881794301	0.001211651778896039	0.029764868217811012	104015;12314;18751;18752;54384;56077	Dgke;Synj1;Calm2;Mtmr7;Prkcb;Prkcg
mmu04713	Circadian entrainment	http://www.kegg.jp/kegg-bin/show_pathway?mmu04713+12314+14810+16524+18751+18752+54195	98	6	1.1961329305135953	5.016164881794301	0.001211651778896039	0.029764868217811012	12314;14810;16524;18751;18752;54195	Grin1;Gucy1b1;Calm2;Kcnj9;Prkcb;Prkcg
mmu05231	Choline metabolism in cancer	http://www.kegg.jp/kegg-bin/show_pathway?mmu05231+18751+18752+23797+26414+26419+56077	99	6	1.2083383685800606	4.965496549654965	0.0012772671881968733	0.029764868217811012	18751;18752;23797;26414;26419;56077	Dgke;Akt3;Mapk8;Mapk10;Prkcb;Prkcg
mmu04720	Long-term potentiation	http://www.kegg.jp/kegg-bin/show_pathway?mmu04720+12314+14810+18751+18752+19058	67	5	0.8177643504531723	6.114230826067681	0.0013010428294032428	0.029764868217811012	12314;14810;18751;18752;19058	Grin1;Ppp3r1;Calm2;Prkcb;Prkcg
mmu05033	Nicotine addiction	http://www.kegg.jp/kegg-bin/show_pathway?mmu05033+110886+11438+14397+14810	40	4	0.4882175226586103	8.193069306930692	0.0013637555877170637	0.029764868217811012	110886;11438;14397;14810	Grin1;Chrna4;Gabra4;Gabra5
