geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0008202	steroid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0008202	276	6	0.8135739449277447	7.3748674443266165	1.4501897153351706e-4	0.11775540488521585	16987;18194;20775;66234;170459;208715	Sqle;Stard4;Nsdhl;Msmo1;Lss;Hmgcs1
GO:1901615	organic hydroxy compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:1901615	457	7	1.347113379826012	5.196296098628382	3.3693669250878244e-4	0.13679629715856567	16987;18194;20775;66234;67442;170459;208715	Sqle;Stard4;Nsdhl;Msmo1;Lss;Retsat;Hmgcs1
GO:0045785	positive regulation of cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0045785	382	6	1.1260335034869509	5.328438258204572	8.224386002593231e-4	0.22260671447019015	12400;12571;16416;18806;21687;21838	Tek;Itgb3;Pld2;Cbfb;Thy1;Cdk6
GO:0002181	cytoplasmic translation	http://amigo.geneontology.org/amigo/term/GO:0002181	83	3	0.24466172981522757	12.26182779900088	0.0018547776310074982	0.26431186360656134	57808;66475;67248	Rps23;Rpl35a;Rpl39
GO:0007229	integrin-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007229	83	3	0.24466172981522757	12.26182779900088	0.0018547776310074982	0.26431186360656134	16416;21838;109700	Itgb3;Thy1;Itga1
GO:0031589	cell-substrate adhesion	http://amigo.geneontology.org/amigo/term/GO:0031589	306	5	0.9020058954633691	5.543201020245497	0.0019530433271420788	0.26431186360656134	12571;16416;21687;21838;109700	Tek;Itgb3;Thy1;Cdk6;Itga1
GO:0090077	foam cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0090077	25	2	0.07369329211302035	27.13951219512195	0.0024364062472732595	0.2817732910216261	16416;18755	Itgb3;Prkch
GO:0023058	adaptation of signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0023058	27	2	0.07958875548206198	25.12917795844625	0.002839992006945846	0.2817732910216261	18806;23894	Pld2;Gtf2h2
GO:0006644	phospholipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006644	341	5	1.0051765044215977	4.97425076890065	0.003123102979303738	0.2817732910216261	15926;18806;21687;67469;208715	Tek;Pld2;Idh1;Abhd5;Hmgcs1
GO:0071402	cellular response to lipoprotein particle stimulus	http://amigo.geneontology.org/amigo/term/GO:0071402	30	2	0.08843195053562442	22.616260162601627	0.0035000375712889165	0.28420305078866004	11491;208715	Adam17;Hmgcs1
