geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0099003	vesicle-mediated transport in synapse	http://amigo.geneontology.org/amigo/term/GO:0099003	242	24	4.523689697318283	5.305403687221869	2.4867219394764106e-11	2.0192182148548454e-8	11444;11938;12889;13429;18196;18951;19339;20910;20977;22318;26414;64051;64933;65945;72685;104069;207227;208898;213760;229521;231570;232227;235415;268934	Vamp2;Stxbp5l;Prepl;Stxbp1;Dnm1;Chrnb2;Dnajc6;Nsg1;Atp2a2;Syp;Ap3m2;Rab3a;Cplx1;Iqsec1;Sncb;Sv2a;Cplx3;Clstn1;Mapk10;Unc13c;Grm4;Syt11;Sept5;A830010M20Rik
GO:0099177	regulation of trans-synaptic signaling	http://amigo.geneontology.org/amigo/term/GO:0099177	482	32	9.009993529369472	3.551611873603575	4.4564174572769844e-10	1.8093054876544556e-7	11444;11938;12889;13429;14807;14810;17762;18183;18196;18216;18951;19339;20910;20972;20977;22318;56695;56717;65945;69908;76089;80883;81907;99738;207227;208898;213760;224860;232333;235415;243931;268934	Grik3;Rab3b;Mapt;Vamp2;Tshz3;Syngr1;Stxbp5l;Prepl;Pnkd;Stxbp1;Dnm1;Grin1;Ntsr1;Kcnc4;Chrnb2;Mtor;Nsg1;Atp2a2;Slc6a1;Syp;Rab3a;Cplx1;Plcl2;Cplx3;Clstn1;Nrg3;Tmem108;Ntng1;Unc13c;Rapgef2;Grm4;Sept5
GO:0001505	regulation of neurotransmitter levels	http://amigo.geneontology.org/amigo/term/GO:0001505	361	26	6.748148680710331	3.852908587257618	4.0093598441259815e-9	9.748422849398252e-7	11444;11938;12889;14415;18216;18951;19276;19339;20910;20977;22318;26420;56695;56717;58994;64051;69908;99738;207227;208898;213760;218865;229521;232333;235415;268934	Rab3b;Chdh;Mapk9;Vamp2;Stxbp5l;Prepl;Pnkd;Stxbp1;Ntsr1;Kcnc4;Chrnb2;Mtor;Atp2a2;Slc6a1;Syp;Rab3a;Cplx1;Sv2a;Cplx3;Ptprn2;Unc13c;Grm4;Syt11;Gad1;Sept5;Smpd3
GO:0006836	neurotransmitter transport	http://amigo.geneontology.org/amigo/term/GO:0006836	289	23	5.402257531094974	4.257479371839234	5.063356178780509e-9	9.748422849398252e-7	11444;11938;12889;18216;18951;19276;19339;20910;20977;22318;56695;64051;69908;74136;78830;99738;207227;208898;213760;229521;232333;235415;268934	Rab3b;Sec14l1;Vamp2;Stxbp5l;Prepl;Pnkd;Stxbp1;Slc25a12;Ntsr1;Kcnc4;Chrnb2;Atp2a2;Slc6a1;Syp;Rab3a;Cplx1;Sv2a;Cplx3;Ptprn2;Unc13c;Grm4;Syt11;Sept5
GO:0099504	synaptic vesicle cycle	http://amigo.geneontology.org/amigo/term/GO:0099504	221	20	4.1311381120138035	4.841280891054647	6.002723429432422e-9	9.748422849398252e-7	11444;11938;12889;13429;18951;19339;20910;20977;22318;64051;69908;72685;104069;207227;208898;213760;229521;231570;235415;268934	Rab3b;Vamp2;Stxbp5l;Prepl;Stxbp1;Dnm1;Chrnb2;Dnajc6;Atp2a2;Syp;Rab3a;Cplx1;Sncb;Sv2a;Cplx3;Unc13c;Grm4;Syt11;Sept5;A830010M20Rik
GO:0006887	exocytosis	http://amigo.geneontology.org/amigo/term/GO:0006887	357	25	6.673376950176145	3.7462292609351433	1.4256804403700585e-8	1.929420862634146e-6	11444;11938;12889;18195;18951;19142;19339;20844;20910;20972;20977;22318;26950;58994;64051;69908;77579;93692;207227;208898;211446;213760;229521;235415;268934	Rab3b;Vamp2;Myh10;Glrx;Syngr1;Stxbp5l;Prepl;Stam;Stxbp1;Chrnb2;Prss12;Atp2a2;Syp;Rab3a;Cplx1;Exoc3;Nsf;Sv2a;Cplx3;Vsnl1;Unc13c;Grm4;Syt11;Sept5;Smpd3
GO:0051648	vesicle localization	http://amigo.geneontology.org/amigo/term/GO:0051648	272	20	5.084477676324681	3.933540723981901	1.933854065772067e-7	2.2432707162955978e-5	11444;11938;12889;13191;13426;13429;18951;19339;20910;20977;22318;64051;64933;207227;208898;213760;229521;231570;235415;268934	Vamp2;Stxbp5l;Prepl;Stxbp1;Dnm1;Chrnb2;Atp2a2;Dync1i1;Syp;Ap3m2;Rab3a;Dctn1;Cplx1;Sv2a;Cplx3;Unc13c;Grm4;Syt11;Sept5;A830010M20Rik
GO:0023061	signal release	http://amigo.geneontology.org/amigo/term/GO:0023061	492	25	9.196922855704939	2.7183005003126954	5.813384938990751e-6	5.900585713075612e-4	11444;11938;12889;12952;12953;18951;19276;19339;20910;20977;22318;26950;56695;58994;64051;67041;71764;93692;99738;207227;208898;213760;229521;235415;268934	Cry1;Vamp2;Glrx;Oxct1;Stxbp5l;Prepl;Pnkd;Stxbp1;Kcnc4;Chrnb2;Atp2a2;Syp;Rab3a;C2cd2l;Cplx1;Sv2a;Cplx3;Vsnl1;Ptprn2;Unc13c;Grm4;Cry2;Syt11;Sept5;Smpd3
GO:0051656	establishment of organelle localization	http://amigo.geneontology.org/amigo/term/GO:0051656	456	23	8.52397728089726	2.698270917678813	1.571207273975972e-5	0.0014175781182983215	11444;11938;12889;13191;13426;13429;17762;18951;19339;20910;20977;22318;64051;64933;77579;101994;207227;208898;213760;229521;231570;235415;268934	Mapt;Vamp2;Myh10;Stxbp5l;Prepl;Stxbp1;Dnm1;Chrnb2;Atp2a2;Dync1i1;Syp;Ap3m2;Rab3a;Dctn1;Cplx1;Sv2a;Cplx3;Champ1;Unc13c;Grm4;Syt11;Sept5;A830010M20Rik
GO:0043270	positive regulation of ion transport	http://amigo.geneontology.org/amigo/term/GO:0043270	298	17	5.570493924796894	3.05179401135777	4.620990072778941e-5	0.0037522439390965004	11444;11931;12669;14810;16502;18216;20608;20910;22063;26420;56089;69908;93692;207911;229715;232333;268345	Rab3b;Mapk9;Glrx;Atp1b1;Stxbp1;Grin1;Ntsr1;Chrnb2;Slc6a1;Chrm1;Trpc1;Kcnc2;Sstr4;Ramp3;Mchr1;Amigo1;Kcnc1
