geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
mmu00534	Glycosaminoglycan biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00534+50785+72727	24	2	0.08700906344410876	22.98611111111111	0.0033373847961317704	1	50785;72727	Hs6st1;B3gat3
mmu02010	ABC transporters	http://www.kegg.jp/kegg-bin/show_pathway?mmu02010+11307+192663	47	2	0.17039274924471298	11.73758865248227	0.012413821864427965	1	11307;192663	Abcg1;Abcg4
mmu00270	Cysteine and methionine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00270+12035+17448	50	2	0.18126888217522658	11.033333333333333	0.01397331948855074	1	12035;17448	Mdh2;Bcat1
mmu01100	Metabolic pathways	http://www.kegg.jp/kegg-bin/show_pathway?mmu01100+11992+12035+12408+14415+170835+17448+19076+22273+56737+72727	1351	10	4.897885196374622	2.0416975080187516	0.017011217143895863	1	11992;12035;12408;14415;170835;17448;19076;22273;56737;72727	Mdh2;Auh;Uqcrc1;Prim2;Bcat1;Inpp5j;Alg2;Cbr1;Gad1;B3gat3
mmu00280	Valine, leucine and isoleucine degradation	http://www.kegg.jp/kegg-bin/show_pathway?mmu00280+11992+12035	56	2	0.20302114803625376	9.851190476190476	0.017332331330481177	1	11992;12035	Auh;Bcat1
mmu04721	Synaptic vesicle cycle	http://www.kegg.jp/kegg-bin/show_pathway?mmu04721+12889+22348	62	2	0.22477341389728098	8.89784946236559	0.020999443291002784	1	12889;22348	Cplx1;Slc32a1
mmu04260	Cardiac muscle contraction	http://www.kegg.jp/kegg-bin/show_pathway?mmu04260+22273+56808	78	2	0.2827794561933535	7.072649572649572	0.03218009190533633	1	22273;56808	Cacna2d2;Uqcrc1
mmu00430	Taurine and hypotaurine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00430+14415	11	1	0.03987915407854985	25.075757575757578	0.03918733071771319	1	14415	Gad1
mmu04727	GABAergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?mmu04727+14415+22348	88	2	0.3190332326283988	6.2689393939393945	0.040119257538813846	1	14415;22348	Slc32a1;Gad1
mmu04742	Taste transduction	http://www.kegg.jp/kegg-bin/show_pathway?mmu04742+20276+268934	88	2	0.3190332326283988	6.2689393939393945	0.040119257538813846	1	20276;268934	Scnn1a;Grm4
mmu00770	Pantothenate and CoA biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00770+12035	18	1	0.06525679758308157	15.324074074074073	0.06334732649251795	1	12035	Bcat1
mmu01210	2-Oxocarboxylic acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu01210+12035	19	1	0.0688821752265861	14.517543859649123	0.06675044871671842	1	12035	Bcat1
mmu00532	Glycosaminoglycan biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00532+72727	20	1	0.07250755287009064	13.791666666666666	0.07014161714434675	1	72727	B3gat3
mmu04140	Autophagy	http://www.kegg.jp/kegg-bin/show_pathway?mmu04140+56717+78610	130	2	0.47129909365558914	4.243589743589744	0.08009027700971627	1	56717;78610	Mtor;Uvrag
mmu04120	Ubiquitin mediated proteolysis	http://www.kegg.jp/kegg-bin/show_pathway?mmu04120+69807+76980	139	2	0.5039274924471299	3.968824940047962	0.08981593226634055	1	69807;76980	Trim32;Ube2ql1
mmu00790	Folate biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00790+12408	26	1	0.09425981873111783	10.60897435897436	0.09023985929098455	1	12408	Cbr1
mmu04392	Hippo signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04392+27373	26	1	0.09425981873111783	10.60897435897436	0.09023985929098455	1	27373	Csnk1e
mmu00650	Butanoate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00650+14415	27	1	0.09788519637462235	10.216049382716049	0.09354847902928831	1	14415	Gad1
mmu04072	Phospholipase D signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04072+268934+56717	147	2	0.5329305135951662	3.752834467120181	0.09874418290382447	1	268934;56717	Mtor;Grm4
mmu04710	Circadian rhythm	http://www.kegg.jp/kegg-bin/show_pathway?mmu04710+27373	30	1	0.10876132930513595	9.194444444444445	0.10340469738172253	1	27373	Csnk1e
mmu00630	Glyoxylate and dicarboxylate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00630+17448	31	1	0.11238670694864049	8.89784946236559	0.10666702110258952	1	17448	Mdh2
mmu00020	Citrate cycle (TCA cycle)	http://www.kegg.jp/kegg-bin/show_pathway?mmu00020+17448	32	1	0.11601208459214502	8.619791666666666	0.10991786891517108	1	17448	Mdh2
mmu00410	beta-Alanine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00410+14415	32	1	0.11601208459214502	8.619791666666666	0.10991786891517108	1	14415	Gad1
mmu04136	Autophagy	http://www.kegg.jp/kegg-bin/show_pathway?mmu04136+56717	32	1	0.11601208459214502	8.619791666666666	0.10991786891517108	1	56717	Mtor
mmu03030	DNA replication	http://www.kegg.jp/kegg-bin/show_pathway?mmu03030+19076	35	1	0.1268882175226586	7.880952380952381	0.11960194608123065	1	19076	Prim2
mmu04614	Renin-angiotensin system	http://www.kegg.jp/kegg-bin/show_pathway?mmu04614+17380	36	1	0.13051359516616315	7.662037037037036	0.1228072788018092	1	17380	Mme
mmu00250	Alanine, aspartate and glutamate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00250+14415	37	1	0.13413897280966766	7.454954954954956	0.12600132924918672	1	14415	Gad1
mmu00620	Pyruvate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00620+17448	38	1	0.1377643504531722	7.258771929824562	0.12918413577049392	1	17448	Mdh2
mmu04960	Aldosterone-regulated sodium reabsorption	http://www.kegg.jp/kegg-bin/show_pathway?mmu04960+20276	38	1	0.1377643504531722	7.258771929824562	0.12918413577049392	1	20276	Scnn1a
mmu05010	Alzheimer disease	http://www.kegg.jp/kegg-bin/show_pathway?mmu05010+17380+22273	175	2	0.6344410876132931	3.1523809523809523	0.13178847720329978	1	17380;22273	Uqcrc1;Mme
mmu05033	Nicotine addiction	http://www.kegg.jp/kegg-bin/show_pathway?mmu05033+22348	40	1	0.14501510574018128	6.895833333333333	0.13551616979531822	1	22348	Slc32a1
mmu00230	Purine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00230+19076+73707	179	2	0.6489425981873111	3.0819366852886407	0.13670506717933795	1	19076;73707	Prim2;Gucy2g
mmu04340	Hedgehog signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04340+27373	44	1	0.1595166163141994	6.2689393939393945	0.1480469841020492	1	27373	Csnk1e
mmu04930	Type II diabetes mellitus	http://www.kegg.jp/kegg-bin/show_pathway?mmu04930+56717	48	1	0.17401812688821752	5.746527777777778	0.16040213205278642	1	56717	Mtor
mmu00510	N-Glycan biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00510+56737	49	1	0.17764350453172206	5.629251700680272	0.16346375063044782	1	56737	Alg2
mmu05205	Proteoglycans in cancer	http://www.kegg.jp/kegg-bin/show_pathway?mmu05205+11733+56717	204	2	0.7395770392749245	2.704248366013072	0.1683081775822749	1	11733;56717	Mtor;Ank1
mmu04213	Longevity regulating pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04213+56717	62	1	0.22477341389728098	4.448924731182795	0.20229584268155798	1	56717	Mtor
mmu04714	Thermogenesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu04714+22273+56717	230	2	0.8338368580060423	2.398550724637681	0.20240618503068042	1	22273;56717	Uqcrc1;Mtor
mmu05230	Central carbon metabolism in cancer	http://www.kegg.jp/kegg-bin/show_pathway?mmu05230+56717	64	1	0.23202416918429003	4.309895833333333	0.20811317357745018	1	56717	Mtor
mmu00980	Metabolism of xenobiotics by cytochrome P450	http://www.kegg.jp/kegg-bin/show_pathway?mmu00980+12408	66	1	0.23927492447129908	4.179292929292929	0.21388948519111195	1	12408	Cbr1
mmu05211	Renal cell carcinoma	http://www.kegg.jp/kegg-bin/show_pathway?mmu05211+11864	68	1	0.24652567975830816	4.056372549019608	0.2196250568528363	1	11864	Arnt2
